concept,subtype,matched_image,degraded_image,status,source_kind,notes
cookie_sheet,kitchen utensil,data/images/things_max/cookie_sheet.jpg,data/images/things_max/degraded/cookie_sheet.png,ready,things_archive,THINGS archive image and degraded derivative available
cooler,Noun,data/images/things_max/cooler.jpg,data/images/things_max/degraded/cooler.png,ready,things_archive,THINGS archive image and degraded derivative available
coop,container,data/images/things_max/coop.jpg,data/images/things_max/degraded/coop.png,ready,things_archive,THINGS archive image and degraded derivative available
copier,electronic device,data/images/things_max/copier.jpg,data/images/things_max/degraded/copier.png,ready,things_archive,THINGS archive image and degraded derivative available
coral,animal,data/images/things_max/coral.jpg,data/images/things_max/degraded/coral.png,ready,things_archive,THINGS archive image and degraded derivative available
cord,Noun,data/images/things_max/cord.jpg,data/images/things_max/degraded/cord.png,ready,things_archive,THINGS archive image and degraded derivative available
cordon_bleu,food,data/images/things_max/cordon_bleu.jpg,data/images/things_max/degraded/cordon_bleu.png,ready,things_archive,THINGS archive image and degraded derivative available
cork,Noun,data/images/things_max/cork.jpg,data/images/things_max/degraded/cork.png,ready,things_archive,THINGS archive image and degraded derivative available
corkboard,office supply,data/images/things_max/corkboard.jpg,data/images/things_max/degraded/corkboard.png,ready,things_archive,THINGS archive image and degraded derivative available
corkscrew,"kitchen tool, tool",data/images/things_max/corkscrew.jpg,data/images/things_max/degraded/corkscrew.png,ready,things_archive,THINGS archive image and degraded derivative available
corn,"plant, food, vegetable",data/images/things_max/corn.jpg,data/images/things_max/degraded/corn.png,ready,things_archive,THINGS archive image and degraded derivative available
cornbread,food,data/images/things_max/cornbread.jpg,data/images/things_max/degraded/cornbread.png,ready,things_archive,THINGS archive image and degraded derivative available
cornhusk,#N/A,data/images/things_max/cornhusk.jpg,data/images/things_max/degraded/cornhusk.png,ready,things_archive,THINGS archive image and degraded derivative available
cornmeal,food,data/images/things_max/cornmeal.jpg,data/images/things_max/degraded/cornmeal.png,ready,things_archive,THINGS archive image and degraded derivative available
cornucopia,home decor,data/images/things_max/cornucopia.jpg,data/images/things_max/degraded/cornucopia.png,ready,things_archive,THINGS archive image and degraded derivative available
corsage,clothing accessory,data/images/things_max/corsage.jpg,data/images/things_max/degraded/corsage.png,ready,things_archive,THINGS archive image and degraded derivative available
corset,clothing,data/images/things_max/corset.jpg,data/images/things_max/degraded/corset.png,ready,things_archive,THINGS archive image and degraded derivative available
costume,clothing,data/images/things_max/costume.jpg,data/images/things_max/degraded/costume.png,ready,things_archive,THINGS archive image and degraded derivative available
cot,furniture,data/images/things_max/cot.jpg,data/images/things_max/degraded/cot.png,ready,things_archive,THINGS archive image and degraded derivative available
cotton_candy,food,data/images/things_max/cotton_candy.jpg,data/images/things_max/degraded/cotton_candy.png,ready,things_archive,THINGS archive image and degraded derivative available
couch,furniture,data/images/things_max/couch.jpg,data/images/things_max/degraded/couch.png,ready,things_archive,THINGS archive image and degraded derivative available
cougar,animal,data/images/things_max/cougar.jpg,data/images/things_max/degraded/cougar.png,ready,things_archive,THINGS archive image and degraded derivative available
counter,furniture,data/images/things_max/counter.jpg,data/images/things_max/degraded/counter.png,ready,things_archive,THINGS archive image and degraded derivative available
coverall,clothing,data/images/things_max/coverall.jpg,data/images/things_max/degraded/coverall.png,ready,things_archive,THINGS archive image and degraded derivative available
cow,animal,data/images/things_max/cow.jpg,data/images/things_max/degraded/cow.png,ready,things_archive,THINGS archive image and degraded derivative available
coyote,animal,data/images/things_max/coyote.jpg,data/images/things_max/degraded/coyote.png,ready,things_archive,THINGS archive image and degraded derivative available
crab,"animal, food",data/images/things_max/crab.jpg,data/images/things_max/degraded/crab.png,ready,things_archive,THINGS archive image and degraded derivative available
cracker,food,data/images/things_max/cracker.jpg,data/images/things_max/degraded/cracker.png,ready,things_archive,THINGS archive image and degraded derivative available
cranberry,"food, fruit",data/images/things_max/cranberry.jpg,data/images/things_max/degraded/cranberry.png,ready,things_archive,THINGS archive image and degraded derivative available
crane,Name,data/images/things_max/crane.jpg,data/images/things_max/degraded/crane.png,ready,things_archive,THINGS archive image and degraded derivative available
crank,tool,data/images/things_max/crank.jpg,data/images/things_max/degraded/crank.png,ready,things_archive,THINGS archive image and degraded derivative available
crate,container,data/images/things_max/crate.jpg,data/images/things_max/degraded/crate.png,ready,things_archive,THINGS archive image and degraded derivative available
crayfish,"animal, food",data/images/things_max/crayfish.jpg,data/images/things_max/degraded/crayfish.png,ready,things_archive,THINGS archive image and degraded derivative available
crayon,toy,data/images/things_max/crayon.jpg,data/images/things_max/degraded/crayon.png,ready,things_archive,THINGS archive image and degraded derivative available
cream,Noun,data/images/things_max/cream.jpg,data/images/things_max/degraded/cream.png,ready,things_archive,THINGS archive image and degraded derivative available
cream_cheese,food,data/images/things_max/cream_cheese.jpg,data/images/things_max/degraded/cream_cheese.png,ready,things_archive,THINGS archive image and degraded derivative available
credit_card,#N/A,data/images/things_max/credit_card.jpg,data/images/things_max/degraded/credit_card.png,ready,things_archive,THINGS archive image and degraded derivative available
creme_brulee,"food, dessert",data/images/things_max/creme_brulee.jpg,data/images/things_max/degraded/creme_brulee.png,ready,things_archive,THINGS archive image and degraded derivative available
crepe,"food, dessert",data/images/things_max/crepe.jpg,data/images/things_max/degraded/crepe.png,ready,things_archive,THINGS archive image and degraded derivative available
crib,furniture,data/images/things_max/crib.jpg,data/images/things_max/degraded/crib.png,ready,things_archive,THINGS archive image and degraded derivative available
croissant,food,data/images/things_max/croissant.jpg,data/images/things_max/degraded/croissant.png,ready,things_archive,THINGS archive image and degraded derivative available
cross,Verb,data/images/things_max/cross.jpg,data/images/things_max/degraded/cross.png,ready,things_archive,THINGS archive image and degraded derivative available
crossbow,weapon,data/images/things_max/crossbow.jpg,data/images/things_max/degraded/crossbow.png,ready,things_archive,THINGS archive image and degraded derivative available
crouton,food,data/images/things_max/crouton.jpg,data/images/things_max/degraded/crouton.png,ready,things_archive,THINGS archive image and degraded derivative available
crow,"animal, bird",data/images/things_max/crow.jpg,data/images/things_max/degraded/crow.png,ready,things_archive,THINGS archive image and degraded derivative available
crowbar,"weapon, tool",data/images/things_max/crowbar.jpg,data/images/things_max/degraded/crowbar.png,ready,things_archive,THINGS archive image and degraded derivative available
crown,clothing,data/images/things_max/crown.jpg,data/images/things_max/degraded/crown.png,ready,things_archive,THINGS archive image and degraded derivative available
crucifix,decoration,data/images/things_max/crucifix.jpg,data/images/things_max/degraded/crucifix.png,ready,things_archive,THINGS archive image and degraded derivative available
cruise_ship,vehicle,data/images/things_max/cruise_ship.jpg,data/images/things_max/degraded/cruise_ship.png,ready,things_archive,THINGS archive image and degraded derivative available
crumb,food,data/images/things_max/crumb.jpg,data/images/things_max/degraded/crumb.png,ready,things_archive,THINGS archive image and degraded derivative available
crutch,medical equipment,data/images/things_max/crutch.jpg,data/images/things_max/degraded/crutch.png,ready,things_archive,THINGS archive image and degraded derivative available
crystal_ball,home decor,data/images/things_max/crystal_ball.jpg,data/images/things_max/degraded/crystal_ball.png,ready,things_archive,THINGS archive image and degraded derivative available
crystal1,Noun,data/images/things_max/crystal1.jpg,data/images/things_max/degraded/crystal1.png,ready,things_archive,THINGS archive image and degraded derivative available
crystal2,Noun,data/images/things_max/crystal2.jpg,data/images/things_max/degraded/crystal2.png,ready,things_archive,THINGS archive image and degraded derivative available
cuckoo_clock,home decor,data/images/things_max/cuckoo_clock.jpg,data/images/things_max/degraded/cuckoo_clock.png,ready,things_archive,THINGS archive image and degraded derivative available
cucumber,"food, vegetable",data/images/things_max/cucumber.jpg,data/images/things_max/degraded/cucumber.png,ready,things_archive,THINGS archive image and degraded derivative available
cufflink,clothing accessory,data/images/things_max/cufflink.jpg,data/images/things_max/degraded/cufflink.png,ready,things_archive,THINGS archive image and degraded derivative available
cummerbund,"clothing, clothing accessory",data/images/things_max/cummerbund.jpg,data/images/things_max/degraded/cummerbund.png,ready,things_archive,THINGS archive image and degraded derivative available
cup,container,data/images/things_max/cup.jpg,data/images/things_max/degraded/cup.png,ready,things_archive,THINGS archive image and degraded derivative available
cupcake,"food, dessert",data/images/things_max/cupcake.jpg,data/images/things_max/degraded/cupcake.png,ready,things_archive,THINGS archive image and degraded derivative available
curb,Noun,data/images/things_max/curb.jpg,data/images/things_max/degraded/curb.png,ready,things_archive,THINGS archive image and degraded derivative available
curling_iron,"electronic device, tool",data/images/things_max/curling_iron.jpg,data/images/things_max/degraded/curling_iron.png,ready,things_archive,THINGS archive image and degraded derivative available
curry,food,data/images/things_max/curry.jpg,data/images/things_max/degraded/curry.png,ready,things_archive,THINGS archive image and degraded derivative available
curtain,home decor,data/images/things_max/curtain.jpg,data/images/things_max/degraded/curtain.png,ready,things_archive,THINGS archive image and degraded derivative available
cushion,Noun,data/images/things_max/cushion.jpg,data/images/things_max/degraded/cushion.png,ready,things_archive,THINGS archive image and degraded derivative available
cutting_board,kitchen tool,data/images/things_max/cutting_board.jpg,data/images/things_max/degraded/cutting_board.png,ready,things_archive,THINGS archive image and degraded derivative available
cymbal,musical instrument,data/images/things_max/cymbal.jpg,data/images/things_max/degraded/cymbal.png,ready,things_archive,THINGS archive image and degraded derivative available
dagger,weapon,data/images/things_max/dagger.jpg,data/images/things_max/degraded/dagger.png,ready,things_archive,THINGS archive image and degraded derivative available
daisy,plant,data/images/things_max/daisy.jpg,data/images/things_max/degraded/daisy.png,ready,things_archive,THINGS archive image and degraded derivative available
dalmatian,animal,data/images/things_max/dalmatian.jpg,data/images/things_max/degraded/dalmatian.png,ready,things_archive,THINGS archive image and degraded derivative available
dandelion,plant,data/images/things_max/dandelion.jpg,data/images/things_max/degraded/dandelion.png,ready,things_archive,THINGS archive image and degraded derivative available
dart,"weapon, sports equipment",data/images/things_max/dart.jpg,data/images/things_max/degraded/dart.png,ready,things_archive,THINGS archive image and degraded derivative available
dartboard,sports equipment,data/images/things_max/dartboard.jpg,data/images/things_max/degraded/dartboard.png,ready,things_archive,THINGS archive image and degraded derivative available
dashboard,part of car,data/images/things_max/dashboard.jpg,data/images/things_max/degraded/dashboard.png,ready,things_archive,THINGS archive image and degraded derivative available
deer,animal,data/images/things_max/deer.jpg,data/images/things_max/degraded/deer.png,ready,things_archive,THINGS archive image and degraded derivative available
defibrillator,"electronic device, medical equipment",data/images/things_max/defibrillator.jpg,data/images/things_max/degraded/defibrillator.png,ready,things_archive,THINGS archive image and degraded derivative available
denture,Noun,data/images/things_max/denture.jpg,data/images/things_max/degraded/denture.png,ready,things_archive,THINGS archive image and degraded derivative available
deodorant,Noun,data/images/things_max/deodorant.jpg,data/images/things_max/degraded/deodorant.png,ready,things_archive,THINGS archive image and degraded derivative available
desk,furniture,data/images/things_max/desk.jpg,data/images/things_max/degraded/desk.png,ready,things_archive,THINGS archive image and degraded derivative available
dessert,"food, dessert",data/images/things_max/dessert.jpg,data/images/things_max/degraded/dessert.png,ready,things_archive,THINGS archive image and degraded derivative available
detonator,Noun,data/images/things_max/detonator.jpg,data/images/things_max/degraded/detonator.png,ready,things_archive,THINGS archive image and degraded derivative available
dial,Verb,data/images/things_max/dial.jpg,data/images/things_max/degraded/dial.png,ready,things_archive,THINGS archive image and degraded derivative available
diamond,decoration,data/images/things_max/diamond.jpg,data/images/things_max/degraded/diamond.png,ready,things_archive,THINGS archive image and degraded derivative available
diaper,clothing,data/images/things_max/diaper.jpg,data/images/things_max/degraded/diaper.png,ready,things_archive,THINGS archive image and degraded derivative available
dice,Noun,data/images/things_max/dice.jpg,data/images/things_max/degraded/dice.png,ready,things_archive,THINGS archive image and degraded derivative available
dip,food,data/images/things_max/dip.jpg,data/images/things_max/degraded/dip.png,ready,things_archive,THINGS archive image and degraded derivative available
dirt_bike,vehicle,data/images/things_max/dirt_bike.jpg,data/images/things_max/degraded/dirt_bike.png,ready,things_archive,THINGS archive image and degraded derivative available
dish,container,data/images/things_max/dish.jpg,data/images/things_max/degraded/dish.png,ready,things_archive,THINGS archive image and degraded derivative available
dishrag,Noun,data/images/things_max/dishrag.jpg,data/images/things_max/degraded/dishrag.png,ready,things_archive,THINGS archive image and degraded derivative available
dishwasher,"electronic device, kitchen appliance",data/images/things_max/dishwasher.jpg,data/images/things_max/degraded/dishwasher.png,ready,things_archive,THINGS archive image and degraded derivative available
dishwashing_liquid,#N/A,data/images/things_max/dishwashing_liquid.jpg,data/images/things_max/degraded/dishwashing_liquid.png,ready,things_archive,THINGS archive image and degraded derivative available
diskette,Noun,data/images/things_max/diskette.jpg,data/images/things_max/degraded/diskette.png,ready,things_archive,THINGS archive image and degraded derivative available
diving_board,#N/A,data/images/things_max/diving_board.jpg,data/images/things_max/degraded/diving_board.png,ready,things_archive,THINGS archive image and degraded derivative available
dog,animal,data/images/things_max/dog.jpg,data/images/things_max/degraded/dog.png,ready,things_archive,THINGS archive image and degraded derivative available
dogfood,food,data/images/things_max/dogfood.jpg,data/images/things_max/degraded/dogfood.png,ready,things_archive,THINGS archive image and degraded derivative available
doghouse,container,data/images/things_max/doghouse.jpg,data/images/things_max/degraded/doghouse.png,ready,things_archive,THINGS archive image and degraded derivative available
doily,home decor,data/images/things_max/doily.jpg,data/images/things_max/degraded/doily.png,ready,things_archive,THINGS archive image and degraded derivative available
doll,toy,data/images/things_max/doll.jpg,data/images/things_max/degraded/doll.png,ready,things_archive,THINGS archive image and degraded derivative available
dollhouse,toy,data/images/things_max/dollhouse.jpg,data/images/things_max/degraded/dollhouse.png,ready,things_archive,THINGS archive image and degraded derivative available
dolly,Name,data/images/things_max/dolly.jpg,data/images/things_max/degraded/dolly.png,ready,things_archive,THINGS archive image and degraded derivative available
dolphin,animal,data/images/things_max/dolphin.jpg,data/images/things_max/degraded/dolphin.png,ready,things_archive,THINGS archive image and degraded derivative available
domino,Noun,data/images/things_max/domino.jpg,data/images/things_max/degraded/domino.png,ready,things_archive,THINGS archive image and degraded derivative available
donkey,animal,data/images/things_max/donkey.jpg,data/images/things_max/degraded/donkey.png,ready,things_archive,THINGS archive image and degraded derivative available
donut,"food, dessert",data/images/things_max/donut.jpg,data/images/things_max/degraded/donut.png,ready,things_archive,THINGS archive image and degraded derivative available
door,Noun,data/images/things_max/door.jpg,data/images/things_max/degraded/door.png,ready,things_archive,THINGS archive image and degraded derivative available
doorbell,Noun,data/images/things_max/doorbell.jpg,data/images/things_max/degraded/doorbell.png,ready,things_archive,THINGS archive image and degraded derivative available
doorhandle,#N/A,data/images/things_max/doorhandle.jpg,data/images/things_max/degraded/doorhandle.png,ready,things_archive,THINGS archive image and degraded derivative available
doorknob,Noun,data/images/things_max/doorknob.jpg,data/images/things_max/degraded/doorknob.png,ready,things_archive,THINGS archive image and degraded derivative available
doorknocker,home decor,data/images/things_max/doorknocker.jpg,data/images/things_max/degraded/doorknocker.png,ready,things_archive,THINGS archive image and degraded derivative available
doormat,Noun,data/images/things_max/doormat.jpg,data/images/things_max/degraded/doormat.png,ready,things_archive,THINGS archive image and degraded derivative available
doorstop,Noun,data/images/things_max/doorstop.jpg,data/images/things_max/degraded/doorstop.png,ready,things_archive,THINGS archive image and degraded derivative available
dough,food,data/images/things_max/dough.jpg,data/images/things_max/degraded/dough.png,ready,things_archive,THINGS archive image and degraded derivative available
dragonfly,"animal, insect",data/images/things_max/dragonfly.jpg,data/images/things_max/degraded/dragonfly.png,ready,things_archive,THINGS archive image and degraded derivative available
drain,Noun,data/images/things_max/drain.jpg,data/images/things_max/degraded/drain.png,ready,things_archive,THINGS archive image and degraded derivative available
drawer,container,data/images/things_max/drawer.jpg,data/images/things_max/degraded/drawer.png,ready,things_archive,THINGS archive image and degraded derivative available
dreidel,toy,data/images/things_max/dreidel.jpg,data/images/things_max/degraded/dreidel.png,ready,things_archive,THINGS archive image and degraded derivative available
dress,clothing,data/images/things_max/dress.jpg,data/images/things_max/degraded/dress.png,ready,things_archive,THINGS archive image and degraded derivative available
dresser,"furniture, container",data/images/things_max/dresser.jpg,data/images/things_max/degraded/dresser.png,ready,things_archive,THINGS archive image and degraded derivative available
drill,"electronic device, tool",data/images/things_max/drill.jpg,data/images/things_max/degraded/drill.png,ready,things_archive,THINGS archive image and degraded derivative available
drink,drink,data/images/things_max/drink.jpg,data/images/things_max/degraded/drink.png,ready,things_archive,THINGS archive image and degraded derivative available
drum,musical instrument,data/images/things_max/drum.jpg,data/images/things_max/degraded/drum.png,ready,things_archive,THINGS archive image and degraded derivative available
drumstick,Noun,data/images/things_max/drumstick.jpg,data/images/things_max/degraded/drumstick.png,ready,things_archive,THINGS archive image and degraded derivative available
dryer,electronic device,data/images/things_max/dryer.jpg,data/images/things_max/degraded/dryer.png,ready,things_archive,THINGS archive image and degraded derivative available
duck,"animal, bird",data/images/things_max/duck.jpg,data/images/things_max/degraded/duck.png,ready,things_archive,THINGS archive image and degraded derivative available
duckling,"animal, bird",data/images/things_max/duckling.jpg,data/images/things_max/degraded/duckling.png,ready,things_archive,THINGS archive image and degraded derivative available
duct,Noun,data/images/things_max/duct.jpg,data/images/things_max/degraded/duct.png,ready,things_archive,THINGS archive image and degraded derivative available
duct_tape,#N/A,data/images/things_max/duct_tape.jpg,data/images/things_max/degraded/duct_tape.png,ready,things_archive,THINGS archive image and degraded derivative available
duffel_bag,container,data/images/things_max/duffel_bag.jpg,data/images/things_max/degraded/duffel_bag.png,ready,things_archive,THINGS archive image and degraded derivative available
dumbbell,sports equipment,data/images/things_max/dumbbell.jpg,data/images/things_max/degraded/dumbbell.png,ready,things_archive,THINGS archive image and degraded derivative available
dumbwaiter,Noun,data/images/things_max/dumbwaiter.jpg,data/images/things_max/degraded/dumbwaiter.png,ready,things_archive,THINGS archive image and degraded derivative available
dumpling,food,data/images/things_max/dumpling.jpg,data/images/things_max/degraded/dumpling.png,ready,things_archive,THINGS archive image and degraded derivative available
dumpster,container,data/images/things_max/dumpster.jpg,data/images/things_max/degraded/dumpster.png,ready,things_archive,THINGS archive image and degraded derivative available
duster,tool,data/images/things_max/duster.jpg,data/images/things_max/degraded/duster.png,ready,things_archive,THINGS archive image and degraded derivative available
dustpan,"container, tool",data/images/things_max/dustpan.jpg,data/images/things_max/degraded/dustpan.png,ready,things_archive,THINGS archive image and degraded derivative available
dynamite,weapon,data/images/things_max/dynamite.jpg,data/images/things_max/degraded/dynamite.png,ready,things_archive,THINGS archive image and degraded derivative available
eagle,"animal, bird",data/images/things_max/eagle.jpg,data/images/things_max/degraded/eagle.png,ready,things_archive,THINGS archive image and degraded derivative available
ear,body part,data/images/things_max/ear.jpg,data/images/things_max/degraded/ear.png,ready,things_archive,THINGS archive image and degraded derivative available
earplug,Noun,data/images/things_max/earplug.jpg,data/images/things_max/degraded/earplug.png,ready,things_archive,THINGS archive image and degraded derivative available
earring,clothing accessory,data/images/things_max/earring.jpg,data/images/things_max/degraded/earring.png,ready,things_archive,THINGS archive image and degraded derivative available
earwig,"animal, insect",data/images/things_max/earwig.jpg,data/images/things_max/degraded/earwig.png,ready,things_archive,THINGS archive image and degraded derivative available
easel,Noun,data/images/things_max/easel.jpg,data/images/things_max/degraded/easel.png,ready,things_archive,THINGS archive image and degraded derivative available
easter_egg,food,data/images/things_max/easter_egg.jpg,data/images/things_max/degraded/easter_egg.png,ready,things_archive,THINGS archive image and degraded derivative available
eclair,"food, dessert",data/images/things_max/eclair.jpg,data/images/things_max/degraded/eclair.png,ready,things_archive,THINGS archive image and degraded derivative available
eel,"animal, food",data/images/things_max/eel.jpg,data/images/things_max/degraded/eel.png,ready,things_archive,THINGS archive image and degraded derivative available
egg,food,data/images/things_max/egg.jpg,data/images/things_max/degraded/egg.png,ready,things_archive,THINGS archive image and degraded derivative available
egg_roll,food,data/images/things_max/egg_roll.jpg,data/images/things_max/degraded/egg_roll.png,ready,things_archive,THINGS archive image and degraded derivative available
eggbeater,"kitchen tool, tool",data/images/things_max/eggbeater.jpg,data/images/things_max/degraded/eggbeater.png,ready,things_archive,THINGS archive image and degraded derivative available
eggnog,drink,data/images/things_max/eggnog.jpg,data/images/things_max/degraded/eggnog.png,ready,things_archive,THINGS archive image and degraded derivative available
eggplant,"food, vegetable",data/images/things_max/eggplant.jpg,data/images/things_max/degraded/eggplant.png,ready,things_archive,THINGS archive image and degraded derivative available
eggshell,Noun,data/images/things_max/eggshell.jpg,data/images/things_max/degraded/eggshell.png,ready,things_archive,THINGS archive image and degraded derivative available
elbow,body part,data/images/things_max/elbow.jpg,data/images/things_max/degraded/elbow.png,ready,things_archive,THINGS archive image and degraded derivative available
electric_chair,electronic device,data/images/things_max/electric_chair.jpg,data/images/things_max/degraded/electric_chair.png,ready,things_archive,THINGS archive image and degraded derivative available
elephant,animal,data/images/things_max/elephant.jpg,data/images/things_max/degraded/elephant.png,ready,things_archive,THINGS archive image and degraded derivative available
emerald,Noun,data/images/things_max/emerald.jpg,data/images/things_max/degraded/emerald.png,ready,things_archive,THINGS archive image and degraded derivative available
enchilada,food,data/images/things_max/enchilada.jpg,data/images/things_max/degraded/enchilada.png,ready,things_archive,THINGS archive image and degraded derivative available
engine,part of car,data/images/things_max/engine.jpg,data/images/things_max/degraded/engine.png,ready,things_archive,THINGS archive image and degraded derivative available
envelope,office supply,data/images/things_max/envelope.jpg,data/images/things_max/degraded/envelope.png,ready,things_archive,THINGS archive image and degraded derivative available
eraser,office supply,data/images/things_max/eraser.jpg,data/images/things_max/degraded/eraser.png,ready,things_archive,THINGS archive image and degraded derivative available
espresso,drink,data/images/things_max/espresso.jpg,data/images/things_max/degraded/espresso.png,ready,things_archive,THINGS archive image and degraded derivative available
exerciser,sports equipment,data/images/things_max/exerciser.jpg,data/images/things_max/degraded/exerciser.png,ready,things_archive,THINGS archive image and degraded derivative available
exhaust_pipe,part of car,data/images/things_max/exhaust_pipe.jpg,data/images/things_max/degraded/exhaust_pipe.png,ready,things_archive,THINGS archive image and degraded derivative available
extinguisher,Noun,data/images/things_max/extinguisher.jpg,data/images/things_max/degraded/extinguisher.png,ready,things_archive,THINGS archive image and degraded derivative available
eye,body part,data/images/things_max/eye.jpg,data/images/things_max/degraded/eye.png,ready,things_archive,THINGS archive image and degraded derivative available
eye_patch,"medical equipment, clothing, clothing accessory",data/images/things_max/eye_patch.jpg,data/images/things_max/degraded/eye_patch.png,ready,things_archive,THINGS archive image and degraded derivative available
eyedropper,medical equipment,data/images/things_max/eyedropper.jpg,data/images/things_max/degraded/eyedropper.png,ready,things_archive,THINGS archive image and degraded derivative available
eyeliner,Noun,data/images/things_max/eyeliner.jpg,data/images/things_max/degraded/eyeliner.png,ready,things_archive,THINGS archive image and degraded derivative available
eyepiece,Noun,data/images/things_max/eyepiece.jpg,data/images/things_max/degraded/eyepiece.png,ready,things_archive,THINGS archive image and degraded derivative available
face,body part,data/images/things_max/face.jpg,data/images/things_max/degraded/face.png,ready,things_archive,THINGS archive image and degraded derivative available
face_mask,sports equipment,data/images/things_max/face_mask.jpg,data/images/things_max/degraded/face_mask.png,ready,things_archive,THINGS archive image and degraded derivative available
fan,electronic device,data/images/things_max/fan.jpg,data/images/things_max/degraded/fan.png,ready,things_archive,THINGS archive image and degraded derivative available
fast_food,food,data/images/things_max/fast_food.jpg,data/images/things_max/degraded/fast_food.png,ready,things_archive,THINGS archive image and degraded derivative available
faucet,Noun,data/images/things_max/faucet.jpg,data/images/things_max/degraded/faucet.png,ready,things_archive,THINGS archive image and degraded derivative available
feather,Noun,data/images/things_max/feather.jpg,data/images/things_max/degraded/feather.png,ready,things_archive,THINGS archive image and degraded derivative available
fence,Noun,data/images/things_max/fence.jpg,data/images/things_max/degraded/fence.png,ready,things_archive,THINGS archive image and degraded derivative available
fencepost,#N/A,data/images/things_max/fencepost.jpg,data/images/things_max/degraded/fencepost.png,ready,things_archive,THINGS archive image and degraded derivative available
fern,plant,data/images/things_max/fern.jpg,data/images/things_max/degraded/fern.png,ready,things_archive,THINGS archive image and degraded derivative available
ferret,animal,data/images/things_max/ferret.jpg,data/images/things_max/degraded/ferret.png,ready,things_archive,THINGS archive image and degraded derivative available
ferris_wheel,#N/A,data/images/things_max/ferris_wheel.jpg,data/images/things_max/degraded/ferris_wheel.png,ready,things_archive,THINGS archive image and degraded derivative available
ferry,vehicle,data/images/things_max/ferry.jpg,data/images/things_max/degraded/ferry.png,ready,things_archive,THINGS archive image and degraded derivative available
fig,"food, fruit",data/images/things_max/fig.jpg,data/images/things_max/degraded/fig.png,ready,things_archive,THINGS archive image and degraded derivative available
figurine,home decor,data/images/things_max/figurine.jpg,data/images/things_max/degraded/figurine.png,ready,things_archive,THINGS archive image and degraded derivative available
file1,tool,data/images/things_max/file1.jpg,data/images/things_max/degraded/file1.png,ready,things_archive,THINGS archive image and degraded derivative available
file2,office supply,data/images/things_max/file2.jpg,data/images/things_max/degraded/file2.png,ready,things_archive,THINGS archive image and degraded derivative available
filing_cabinet,"furniture, container",data/images/things_max/filing_cabinet.jpg,data/images/things_max/degraded/filing_cabinet.png,ready,things_archive,THINGS archive image and degraded derivative available
film,Noun,data/images/things_max/film.jpg,data/images/things_max/degraded/film.png,ready,things_archive,THINGS archive image and degraded derivative available
filter,part of car,data/images/things_max/filter.jpg,data/images/things_max/degraded/filter.png,ready,things_archive,THINGS archive image and degraded derivative available
finger,body part,data/images/things_max/finger.jpg,data/images/things_max/degraded/finger.png,ready,things_archive,THINGS archive image and degraded derivative available
fingerprint,Noun,data/images/things_max/fingerprint.jpg,data/images/things_max/degraded/fingerprint.png,ready,things_archive,THINGS archive image and degraded derivative available
fire,Noun,data/images/things_max/fire.jpg,data/images/things_max/degraded/fire.png,ready,things_archive,THINGS archive image and degraded derivative available
fire_alarm,#N/A,data/images/things_max/fire_alarm.jpg,data/images/things_max/degraded/fire_alarm.png,ready,things_archive,THINGS archive image and degraded derivative available
fire_hydrant,#N/A,data/images/things_max/fire_hydrant.jpg,data/images/things_max/degraded/fire_hydrant.png,ready,things_archive,THINGS archive image and degraded derivative available
fire_pit,#N/A,data/images/things_max/fire_pit.jpg,data/images/things_max/degraded/fire_pit.png,ready,things_archive,THINGS archive image and degraded derivative available
firecracker,Noun,data/images/things_max/firecracker.jpg,data/images/things_max/degraded/firecracker.png,ready,things_archive,THINGS archive image and degraded derivative available
fireplace,home decor,data/images/things_max/fireplace.jpg,data/images/things_max/degraded/fireplace.png,ready,things_archive,THINGS archive image and degraded derivative available
firetruck,vehicle,data/images/things_max/firetruck.jpg,data/images/things_max/degraded/firetruck.png,ready,things_archive,THINGS archive image and degraded derivative available
firewood,Noun,data/images/things_max/firewood.jpg,data/images/things_max/degraded/firewood.png,ready,things_archive,THINGS archive image and degraded derivative available
fireworks,Noun,data/images/things_max/fireworks.jpg,data/images/things_max/degraded/fireworks.png,ready,things_archive,THINGS archive image and degraded derivative available
first-aid_kit,medical equipment,data/images/things_max/first-aid_kit.jpg,data/images/things_max/degraded/first-aid_kit.png,ready,things_archive,THINGS archive image and degraded derivative available
fish,"animal, food",data/images/things_max/fish.jpg,data/images/things_max/degraded/fish.png,ready,things_archive,THINGS archive image and degraded derivative available
fishbowl,container,data/images/things_max/fishbowl.jpg,data/images/things_max/degraded/fishbowl.png,ready,things_archive,THINGS archive image and degraded derivative available
fishhook,Noun,data/images/things_max/fishhook.jpg,data/images/things_max/degraded/fishhook.png,ready,things_archive,THINGS archive image and degraded derivative available
fishing_pole,#N/A,data/images/things_max/fishing_pole.jpg,data/images/things_max/degraded/fishing_pole.png,ready,things_archive,THINGS archive image and degraded derivative available
fishnet_stockings,clothing,data/images/things_max/fishnet_stockings.jpg,data/images/things_max/degraded/fishnet_stockings.png,ready,things_archive,THINGS archive image and degraded derivative available
flag,decoration,data/images/things_max/flag.jpg,data/images/things_max/degraded/flag.png,ready,things_archive,THINGS archive image and degraded derivative available
flagpole,Noun,data/images/things_max/flagpole.jpg,data/images/things_max/degraded/flagpole.png,ready,things_archive,THINGS archive image and degraded derivative available
