concept,subtype,image_index,image_id,image_role,image_path
bobsled,sports equipment,8,bobsled_008,things_archive,THINGS-database/osfstorage/object_images/bobsled/bobsled_08s.jpg
bobsled,sports equipment,9,bobsled_009,things_archive,THINGS-database/osfstorage/object_images/bobsled/bobsled_09s.jpg
bobsled,sports equipment,10,bobsled_010,things_archive,THINGS-database/osfstorage/object_images/bobsled/bobsled_10s.jpg
bobsled,sports equipment,11,bobsled_011,things_archive,THINGS-database/osfstorage/object_images/bobsled/bobsled_11s.jpg
bobsled,sports equipment,12,bobsled_012,things_archive,THINGS-database/osfstorage/object_images/bobsled/bobsled_12s.jpg
bobsled,sports equipment,13,bobsled_013,things_archive,THINGS-database/osfstorage/object_images/bobsled/bobsled_13s.jpg
bobsled,sports equipment,14,bobsled_014,things_archive,THINGS-database/osfstorage/object_images/bobsled/bobsled_14s.jpg
bobsled,sports equipment,15,bobsled_015,things_archive,THINGS-database/osfstorage/object_images/bobsled/bobsled_15n.jpg
bobsled,sports equipment,16,bobsled_016,things_archive,THINGS-database/osfstorage/object_images/bobsled/bobsled_16n.jpg
bobsled,sports equipment,17,bobsled_017,things_archive,THINGS-database/osfstorage/object_images/bobsled/bobsled_17n.jpg
bobsled,sports equipment,18,bobsled_018,things_archive,THINGS-database/osfstorage/object_images/bobsled/bobsled_18n.jpg
bok_choy,"plant, food, vegetable",1,bok_choy_001,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_01b.jpg
bok_choy,"plant, food, vegetable",2,bok_choy_002,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_02s.jpg
bok_choy,"plant, food, vegetable",3,bok_choy_003,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_03s.jpg
bok_choy,"plant, food, vegetable",4,bok_choy_004,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_04s.jpg
bok_choy,"plant, food, vegetable",5,bok_choy_005,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_05s.jpg
bok_choy,"plant, food, vegetable",6,bok_choy_006,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_06s.jpg
bok_choy,"plant, food, vegetable",7,bok_choy_007,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_07s.jpg
bok_choy,"plant, food, vegetable",8,bok_choy_008,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_08s.jpg
bok_choy,"plant, food, vegetable",9,bok_choy_009,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_09s.jpg
bok_choy,"plant, food, vegetable",10,bok_choy_010,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_10s.jpg
bok_choy,"plant, food, vegetable",11,bok_choy_011,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_11s.jpg
bok_choy,"plant, food, vegetable",12,bok_choy_012,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_12s.jpg
bok_choy,"plant, food, vegetable",13,bok_choy_013,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_13s.jpg
bok_choy,"plant, food, vegetable",14,bok_choy_014,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_14s.jpg
bok_choy,"plant, food, vegetable",15,bok_choy_015,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_15s.jpg
bok_choy,"plant, food, vegetable",16,bok_choy_016,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_16s.jpg
bok_choy,"plant, food, vegetable",17,bok_choy_017,things_archive,THINGS-database/osfstorage/object_images/bok_choy/bok_choy_17s.jpg
bolo_tie,"clothing, clothing accessory",1,bolo_tie_001,things_archive,THINGS-database/osfstorage/object_images/bolo_tie/bolo_tie_01b.jpg
bolo_tie,"clothing, clothing accessory",2,bolo_tie_002,things_archive,THINGS-database/osfstorage/object_images/bolo_tie/bolo_tie_02s.jpg
bolo_tie,"clothing, clothing accessory",3,bolo_tie_003,things_archive,THINGS-database/osfstorage/object_images/bolo_tie/bolo_tie_03s.jpg
bolo_tie,"clothing, clothing accessory",4,bolo_tie_004,things_archive,THINGS-database/osfstorage/object_images/bolo_tie/bolo_tie_04s.jpg
bolo_tie,"clothing, clothing accessory",5,bolo_tie_005,things_archive,THINGS-database/osfstorage/object_images/bolo_tie/bolo_tie_05s.jpg
bolo_tie,"clothing, clothing accessory",6,bolo_tie_006,things_archive,THINGS-database/osfstorage/object_images/bolo_tie/bolo_tie_06s.jpg
bolo_tie,"clothing, clothing accessory",7,bolo_tie_007,things_archive,THINGS-database/osfstorage/object_images/bolo_tie/bolo_tie_07s.jpg
bolo_tie,"clothing, clothing accessory",8,bolo_tie_008,things_archive,THINGS-database/osfstorage/object_images/bolo_tie/bolo_tie_08s.jpg
bolo_tie,"clothing, clothing accessory",9,bolo_tie_009,things_archive,THINGS-database/osfstorage/object_images/bolo_tie/bolo_tie_09s.jpg
bolo_tie,"clothing, clothing accessory",10,bolo_tie_010,things_archive,THINGS-database/osfstorage/object_images/bolo_tie/bolo_tie_10s.jpg
bolo_tie,"clothing, clothing accessory",11,bolo_tie_011,things_archive,THINGS-database/osfstorage/object_images/bolo_tie/bolo_tie_11s.jpg
bolo_tie,"clothing, clothing accessory",12,bolo_tie_012,things_archive,THINGS-database/osfstorage/object_images/bolo_tie/bolo_tie_12s.jpg
bologna,food,1,bologna_001,things_archive,THINGS-database/osfstorage/object_images/bologna/bologna_01b.jpg
bologna,food,2,bologna_002,things_archive,THINGS-database/osfstorage/object_images/bologna/bologna_02s.jpg
bologna,food,3,bologna_003,things_archive,THINGS-database/osfstorage/object_images/bologna/bologna_03s.jpg
bologna,food,4,bologna_004,things_archive,THINGS-database/osfstorage/object_images/bologna/bologna_04s.jpg
bologna,food,5,bologna_005,things_archive,THINGS-database/osfstorage/object_images/bologna/bologna_05s.jpg
bologna,food,6,bologna_006,things_archive,THINGS-database/osfstorage/object_images/bologna/bologna_06s.jpg
bologna,food,7,bologna_007,things_archive,THINGS-database/osfstorage/object_images/bologna/bologna_07s.jpg
bologna,food,8,bologna_008,things_archive,THINGS-database/osfstorage/object_images/bologna/bologna_08s.jpg
bologna,food,9,bologna_009,things_archive,THINGS-database/osfstorage/object_images/bologna/bologna_09s.jpg
bologna,food,10,bologna_010,things_archive,THINGS-database/osfstorage/object_images/bologna/bologna_10s.jpg
bologna,food,11,bologna_011,things_archive,THINGS-database/osfstorage/object_images/bologna/bologna_11s.jpg
bologna,food,12,bologna_012,things_archive,THINGS-database/osfstorage/object_images/bologna/bologna_12s.jpg
bolt,Noun,1,bolt_001,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_01b.jpg
bolt,Noun,2,bolt_002,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_02s.jpg
bolt,Noun,3,bolt_003,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_03s.jpg
bolt,Noun,4,bolt_004,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_04s.jpg
bolt,Noun,5,bolt_005,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_05s.jpg
bolt,Noun,6,bolt_006,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_06s.jpg
bolt,Noun,7,bolt_007,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_07n.jpg
bolt,Noun,8,bolt_008,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_08n.jpg
bolt,Noun,9,bolt_009,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_09s.jpg
bolt,Noun,10,bolt_010,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_10n.jpg
bolt,Noun,11,bolt_011,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_11s.jpg
bolt,Noun,12,bolt_012,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_12s.jpg
bolt,Noun,13,bolt_013,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_13s.jpg
bolt,Noun,14,bolt_014,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_14s.jpg
bolt,Noun,15,bolt_015,things_archive,THINGS-database/osfstorage/object_images/bolt/bolt_15n.jpg
bomb,weapon,1,bomb_001,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_01b.jpg
bomb,weapon,2,bomb_002,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_02s.jpg
bomb,weapon,3,bomb_003,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_03s.jpg
bomb,weapon,4,bomb_004,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_04s.jpg
bomb,weapon,5,bomb_005,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_05s.jpg
bomb,weapon,6,bomb_006,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_06s.jpg
bomb,weapon,7,bomb_007,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_07s.jpg
bomb,weapon,8,bomb_008,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_08s.jpg
bomb,weapon,9,bomb_009,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_09s.jpg
bomb,weapon,10,bomb_010,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_10s.jpg
bomb,weapon,11,bomb_011,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_11s.jpg
bomb,weapon,12,bomb_012,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_12s.jpg
bomb,weapon,13,bomb_013,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_13s.jpg
bomb,weapon,14,bomb_014,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_14s.jpg
bomb,weapon,15,bomb_015,things_archive,THINGS-database/osfstorage/object_images/bomb/bomb_15s.jpg
bone,body part,1,bone_001,things_archive,THINGS-database/osfstorage/object_images/bone/bone_01b.jpg
bone,body part,2,bone_002,things_archive,THINGS-database/osfstorage/object_images/bone/bone_02s.jpg
bone,body part,3,bone_003,things_archive,THINGS-database/osfstorage/object_images/bone/bone_03s.jpg
bone,body part,4,bone_004,things_archive,THINGS-database/osfstorage/object_images/bone/bone_04s.jpg
bone,body part,5,bone_005,things_archive,THINGS-database/osfstorage/object_images/bone/bone_05s.jpg
bone,body part,6,bone_006,things_archive,THINGS-database/osfstorage/object_images/bone/bone_06s.jpg
bone,body part,7,bone_007,things_archive,THINGS-database/osfstorage/object_images/bone/bone_07s.jpg
bone,body part,8,bone_008,things_archive,THINGS-database/osfstorage/object_images/bone/bone_08s.jpg
bone,body part,9,bone_009,things_archive,THINGS-database/osfstorage/object_images/bone/bone_09s.jpg
bone,body part,10,bone_010,things_archive,THINGS-database/osfstorage/object_images/bone/bone_10s.jpg
bone,body part,11,bone_011,things_archive,THINGS-database/osfstorage/object_images/bone/bone_11s.jpg
bone,body part,12,bone_012,things_archive,THINGS-database/osfstorage/object_images/bone/bone_12s.jpg
bone,body part,13,bone_013,things_archive,THINGS-database/osfstorage/object_images/bone/bone_13s.jpg
bone,body part,14,bone_014,things_archive,THINGS-database/osfstorage/object_images/bone/bone_14s.jpg
bone,body part,15,bone_015,things_archive,THINGS-database/osfstorage/object_images/bone/bone_15s.jpg
bongo,musical instrument,1,bongo_001,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_01s.jpg
bongo,musical instrument,2,bongo_002,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_02s.jpg
bongo,musical instrument,3,bongo_003,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_03s.jpg
bongo,musical instrument,4,bongo_004,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_04s.jpg
bongo,musical instrument,5,bongo_005,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_05s.jpg
bongo,musical instrument,6,bongo_006,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_06s.jpg
bongo,musical instrument,7,bongo_007,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_07s.jpg
bongo,musical instrument,8,bongo_008,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_08s.jpg
bongo,musical instrument,9,bongo_009,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_09s.jpg
bongo,musical instrument,10,bongo_010,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_10s.jpg
bongo,musical instrument,11,bongo_011,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_11s.jpg
bongo,musical instrument,12,bongo_012,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_12s.jpg
bongo,musical instrument,13,bongo_013,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_13s.jpg
bongo,musical instrument,14,bongo_014,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_14s.jpg
bongo,musical instrument,15,bongo_015,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_15s.jpg
bongo,musical instrument,16,bongo_016,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_16s.jpg
bongo,musical instrument,17,bongo_017,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_17s.jpg
bongo,musical instrument,18,bongo_018,things_archive,THINGS-database/osfstorage/object_images/bongo/bongo_18s.jpg
bonnet,"clothing, clothing accessory",1,bonnet_001,things_archive,THINGS-database/osfstorage/object_images/bonnet/bonnet_01s.jpg
bonnet,"clothing, clothing accessory",2,bonnet_002,things_archive,THINGS-database/osfstorage/object_images/bonnet/bonnet_02s.jpg
bonnet,"clothing, clothing accessory",3,bonnet_003,things_archive,THINGS-database/osfstorage/object_images/bonnet/bonnet_03s.jpg
bonnet,"clothing, clothing accessory",4,bonnet_004,things_archive,THINGS-database/osfstorage/object_images/bonnet/bonnet_04s.jpg
bonnet,"clothing, clothing accessory",5,bonnet_005,things_archive,THINGS-database/osfstorage/object_images/bonnet/bonnet_05s.jpg
bonnet,"clothing, clothing accessory",6,bonnet_006,things_archive,THINGS-database/osfstorage/object_images/bonnet/bonnet_06s.jpg
bonnet,"clothing, clothing accessory",7,bonnet_007,things_archive,THINGS-database/osfstorage/object_images/bonnet/bonnet_07s.jpg
bonnet,"clothing, clothing accessory",8,bonnet_008,things_archive,THINGS-database/osfstorage/object_images/bonnet/bonnet_08s.jpg
bonnet,"clothing, clothing accessory",9,bonnet_009,things_archive,THINGS-database/osfstorage/object_images/bonnet/bonnet_09s.jpg
bonnet,"clothing, clothing accessory",10,bonnet_010,things_archive,THINGS-database/osfstorage/object_images/bonnet/bonnet_10s.jpg
bonnet,"clothing, clothing accessory",11,bonnet_011,things_archive,THINGS-database/osfstorage/object_images/bonnet/bonnet_11s.jpg
bonnet,"clothing, clothing accessory",12,bonnet_012,things_archive,THINGS-database/osfstorage/object_images/bonnet/bonnet_12s.jpg
bonsai,"home decor, plant",1,bonsai_001,things_archive,THINGS-database/osfstorage/object_images/bonsai/bonsai_01b.jpg
bonsai,"home decor, plant",2,bonsai_002,things_archive,THINGS-database/osfstorage/object_images/bonsai/bonsai_02s.jpg
bonsai,"home decor, plant",3,bonsai_003,things_archive,THINGS-database/osfstorage/object_images/bonsai/bonsai_03s.jpg
bonsai,"home decor, plant",4,bonsai_004,things_archive,THINGS-database/osfstorage/object_images/bonsai/bonsai_04s.jpg
bonsai,"home decor, plant",5,bonsai_005,things_archive,THINGS-database/osfstorage/object_images/bonsai/bonsai_05s.jpg
bonsai,"home decor, plant",6,bonsai_006,things_archive,THINGS-database/osfstorage/object_images/bonsai/bonsai_06s.jpg
bonsai,"home decor, plant",7,bonsai_007,things_archive,THINGS-database/osfstorage/object_images/bonsai/bonsai_07s.jpg
bonsai,"home decor, plant",8,bonsai_008,things_archive,THINGS-database/osfstorage/object_images/bonsai/bonsai_08s.jpg
bonsai,"home decor, plant",9,bonsai_009,things_archive,THINGS-database/osfstorage/object_images/bonsai/bonsai_09s.jpg
bonsai,"home decor, plant",10,bonsai_010,things_archive,THINGS-database/osfstorage/object_images/bonsai/bonsai_10s.jpg
bonsai,"home decor, plant",11,bonsai_011,things_archive,THINGS-database/osfstorage/object_images/bonsai/bonsai_11s.jpg
bonsai,"home decor, plant",12,bonsai_012,things_archive,THINGS-database/osfstorage/object_images/bonsai/bonsai_12s.jpg
book,Noun,1,book_001,things_archive,THINGS-database/osfstorage/object_images/book/book_01b.jpg
book,Noun,2,book_002,things_archive,THINGS-database/osfstorage/object_images/book/book_02s.jpg
book,Noun,3,book_003,things_archive,THINGS-database/osfstorage/object_images/book/book_03s.jpg
book,Noun,4,book_004,things_archive,THINGS-database/osfstorage/object_images/book/book_04s.jpg
book,Noun,5,book_005,things_archive,THINGS-database/osfstorage/object_images/book/book_05s.jpg
book,Noun,6,book_006,things_archive,THINGS-database/osfstorage/object_images/book/book_06s.jpg
book,Noun,7,book_007,things_archive,THINGS-database/osfstorage/object_images/book/book_07s.jpg
book,Noun,8,book_008,things_archive,THINGS-database/osfstorage/object_images/book/book_08s.jpg
book,Noun,9,book_009,things_archive,THINGS-database/osfstorage/object_images/book/book_09s.jpg
book,Noun,10,book_010,things_archive,THINGS-database/osfstorage/object_images/book/book_10s.jpg
book,Noun,11,book_011,things_archive,THINGS-database/osfstorage/object_images/book/book_11s.jpg
book,Noun,12,book_012,things_archive,THINGS-database/osfstorage/object_images/book/book_12s.jpg
book,Noun,13,book_013,things_archive,THINGS-database/osfstorage/object_images/book/book_13s.jpg
bookmark,Noun,1,bookmark_001,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_01s.jpg
bookmark,Noun,2,bookmark_002,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_02s.jpg
bookmark,Noun,3,bookmark_003,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_03s.jpg
bookmark,Noun,4,bookmark_004,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_04s.jpg
bookmark,Noun,5,bookmark_005,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_05s.jpg
bookmark,Noun,6,bookmark_006,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_06s.jpg
bookmark,Noun,7,bookmark_007,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_07s.jpg
bookmark,Noun,8,bookmark_008,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_08s.jpg
bookmark,Noun,9,bookmark_009,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_09s.jpg
bookmark,Noun,10,bookmark_010,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_10s.jpg
bookmark,Noun,11,bookmark_011,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_11s.jpg
bookmark,Noun,12,bookmark_012,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_12s.jpg
bookmark,Noun,13,bookmark_013,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_13s.jpg
bookmark,Noun,14,bookmark_014,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_14s.jpg
bookmark,Noun,15,bookmark_015,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_15s.jpg
bookmark,Noun,16,bookmark_016,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_16s.jpg
bookmark,Noun,17,bookmark_017,things_archive,THINGS-database/osfstorage/object_images/bookmark/bookmark_17s.jpg
bookshelf,furniture,1,bookshelf_001,things_archive,THINGS-database/osfstorage/object_images/bookshelf/bookshelf_01b.jpg
bookshelf,furniture,2,bookshelf_002,things_archive,THINGS-database/osfstorage/object_images/bookshelf/bookshelf_02s.jpg
bookshelf,furniture,3,bookshelf_003,things_archive,THINGS-database/osfstorage/object_images/bookshelf/bookshelf_03s.jpg
bookshelf,furniture,4,bookshelf_004,things_archive,THINGS-database/osfstorage/object_images/bookshelf/bookshelf_04s.jpg
bookshelf,furniture,5,bookshelf_005,things_archive,THINGS-database/osfstorage/object_images/bookshelf/bookshelf_05s.jpg
bookshelf,furniture,6,bookshelf_006,things_archive,THINGS-database/osfstorage/object_images/bookshelf/bookshelf_06s.jpg
bookshelf,furniture,7,bookshelf_007,things_archive,THINGS-database/osfstorage/object_images/bookshelf/bookshelf_07s.jpg
bookshelf,furniture,8,bookshelf_008,things_archive,THINGS-database/osfstorage/object_images/bookshelf/bookshelf_08s.jpg
bookshelf,furniture,9,bookshelf_009,things_archive,THINGS-database/osfstorage/object_images/bookshelf/bookshelf_09s.jpg
bookshelf,furniture,10,bookshelf_010,things_archive,THINGS-database/osfstorage/object_images/bookshelf/bookshelf_10s.jpg
bookshelf,furniture,11,bookshelf_011,things_archive,THINGS-database/osfstorage/object_images/bookshelf/bookshelf_11s.jpg
bookshelf,furniture,12,bookshelf_012,things_archive,THINGS-database/osfstorage/object_images/bookshelf/bookshelf_12s.jpg
boomerang,"weapon, toy",1,boomerang_001,things_archive,THINGS-database/osfstorage/object_images/boomerang/boomerang_01s.jpg
boomerang,"weapon, toy",2,boomerang_002,things_archive,THINGS-database/osfstorage/object_images/boomerang/boomerang_02s.jpg
boomerang,"weapon, toy",3,boomerang_003,things_archive,THINGS-database/osfstorage/object_images/boomerang/boomerang_03s.jpg
boomerang,"weapon, toy",4,boomerang_004,things_archive,THINGS-database/osfstorage/object_images/boomerang/boomerang_04s.jpg
boomerang,"weapon, toy",5,boomerang_005,things_archive,THINGS-database/osfstorage/object_images/boomerang/boomerang_05s.jpg
boomerang,"weapon, toy",6,boomerang_006,things_archive,THINGS-database/osfstorage/object_images/boomerang/boomerang_06s.jpg
boomerang,"weapon, toy",7,boomerang_007,things_archive,THINGS-database/osfstorage/object_images/boomerang/boomerang_07s.jpg
boomerang,"weapon, toy",8,boomerang_008,things_archive,THINGS-database/osfstorage/object_images/boomerang/boomerang_08s.jpg
boomerang,"weapon, toy",9,boomerang_009,things_archive,THINGS-database/osfstorage/object_images/boomerang/boomerang_09s.jpg
boomerang,"weapon, toy",10,boomerang_010,things_archive,THINGS-database/osfstorage/object_images/boomerang/boomerang_10s.jpg
boomerang,"weapon, toy",11,boomerang_011,things_archive,THINGS-database/osfstorage/object_images/boomerang/boomerang_11s.jpg
boomerang,"weapon, toy",12,boomerang_012,things_archive,THINGS-database/osfstorage/object_images/boomerang/boomerang_12s.jpg
boot,clothing,1,boot_001,things_archive,THINGS-database/osfstorage/object_images/boot/boot_01b.jpg
boot,clothing,2,boot_002,things_archive,THINGS-database/osfstorage/object_images/boot/boot_02s.jpg
boot,clothing,3,boot_003,things_archive,THINGS-database/osfstorage/object_images/boot/boot_03s.jpg
boot,clothing,4,boot_004,things_archive,THINGS-database/osfstorage/object_images/boot/boot_04s.jpg
boot,clothing,5,boot_005,things_archive,THINGS-database/osfstorage/object_images/boot/boot_05s.jpg
boot,clothing,6,boot_006,things_archive,THINGS-database/osfstorage/object_images/boot/boot_06s.jpg
boot,clothing,7,boot_007,things_archive,THINGS-database/osfstorage/object_images/boot/boot_07s.jpg
boot,clothing,8,boot_008,things_archive,THINGS-database/osfstorage/object_images/boot/boot_08s.jpg
boot,clothing,9,boot_009,things_archive,THINGS-database/osfstorage/object_images/boot/boot_09s.jpg
boot,clothing,10,boot_010,things_archive,THINGS-database/osfstorage/object_images/boot/boot_10s.jpg
boot,clothing,11,boot_011,things_archive,THINGS-database/osfstorage/object_images/boot/boot_11s.jpg
boot,clothing,12,boot_012,things_archive,THINGS-database/osfstorage/object_images/boot/boot_12s.jpg
boot,clothing,13,boot_013,things_archive,THINGS-database/osfstorage/object_images/boot/boot_13s.jpg
boot,clothing,14,boot_014,things_archive,THINGS-database/osfstorage/object_images/boot/boot_14s.jpg
boot,clothing,15,boot_015,things_archive,THINGS-database/osfstorage/object_images/boot/boot_15s.jpg
boot,clothing,16,boot_016,things_archive,THINGS-database/osfstorage/object_images/boot/boot_16s.jpg
bottle,container,1,bottle_001,things_archive,THINGS-database/osfstorage/object_images/bottle/bottle_01b.jpg
bottle,container,2,bottle_002,things_archive,THINGS-database/osfstorage/object_images/bottle/bottle_02n.jpg
bottle,container,3,bottle_003,things_archive,THINGS-database/osfstorage/object_images/bottle/bottle_03s.jpg
bottle,container,4,bottle_004,things_archive,THINGS-database/osfstorage/object_images/bottle/bottle_04s.jpg
bottle,container,5,bottle_005,things_archive,THINGS-database/osfstorage/object_images/bottle/bottle_05s.jpg
bottle,container,6,bottle_006,things_archive,THINGS-database/osfstorage/object_images/bottle/bottle_06s.jpg
bottle,container,7,bottle_007,things_archive,THINGS-database/osfstorage/object_images/bottle/bottle_07s.jpg
bottle,container,8,bottle_008,things_archive,THINGS-database/osfstorage/object_images/bottle/bottle_08s.jpg
bottle,container,9,bottle_009,things_archive,THINGS-database/osfstorage/object_images/bottle/bottle_09s.jpg
bottle,container,10,bottle_010,things_archive,THINGS-database/osfstorage/object_images/bottle/bottle_10s.jpg
bottle,container,11,bottle_011,things_archive,THINGS-database/osfstorage/object_images/bottle/bottle_11s.jpg
bottle,container,12,bottle_012,things_archive,THINGS-database/osfstorage/object_images/bottle/bottle_12s.jpg
bottle_opener,"kitchen tool, tool",1,bottle_opener_001,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_01b.jpg
bottle_opener,"kitchen tool, tool",2,bottle_opener_002,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_02s.jpg
bottle_opener,"kitchen tool, tool",3,bottle_opener_003,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_03s.jpg
bottle_opener,"kitchen tool, tool",4,bottle_opener_004,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_04s.jpg
bottle_opener,"kitchen tool, tool",5,bottle_opener_005,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_05s.jpg
bottle_opener,"kitchen tool, tool",6,bottle_opener_006,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_06s.jpg
bottle_opener,"kitchen tool, tool",7,bottle_opener_007,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_07s.jpg
bottle_opener,"kitchen tool, tool",8,bottle_opener_008,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_08s.jpg
bottle_opener,"kitchen tool, tool",9,bottle_opener_009,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_09s.jpg
bottle_opener,"kitchen tool, tool",10,bottle_opener_010,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_10s.jpg
bottle_opener,"kitchen tool, tool",11,bottle_opener_011,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_11s.jpg
bottle_opener,"kitchen tool, tool",12,bottle_opener_012,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_12s.jpg
bottle_opener,"kitchen tool, tool",13,bottle_opener_013,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_13s.jpg
bottle_opener,"kitchen tool, tool",14,bottle_opener_014,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_14s.jpg
bottle_opener,"kitchen tool, tool",15,bottle_opener_015,things_archive,THINGS-database/osfstorage/object_images/bottle_opener/bottle_opener_15s.jpg
boulder,Name,1,boulder_001,things_archive,THINGS-database/osfstorage/object_images/boulder/boulder_01b.jpg
boulder,Name,2,boulder_002,things_archive,THINGS-database/osfstorage/object_images/boulder/boulder_02s.jpg
boulder,Name,3,boulder_003,things_archive,THINGS-database/osfstorage/object_images/boulder/boulder_03s.jpg
boulder,Name,4,boulder_004,things_archive,THINGS-database/osfstorage/object_images/boulder/boulder_04s.jpg
boulder,Name,5,boulder_005,things_archive,THINGS-database/osfstorage/object_images/boulder/boulder_05s.jpg
boulder,Name,6,boulder_006,things_archive,THINGS-database/osfstorage/object_images/boulder/boulder_06s.jpg
boulder,Name,7,boulder_007,things_archive,THINGS-database/osfstorage/object_images/boulder/boulder_07s.jpg
